1.171469663870887468e+00 9.292708296824301328e-01 2.382789619661261279e-02 1.414935372944187975e-01
1.035595560111982616e+00 8.231519758337794146e-01 2.331148258936387857e-02 1.406187237474445517e-01
8.005301140347229616e-01 6.320930026906871335e-01 1.549526557078594220e-02 1.568154373590367467e-01
1.312465073239255542e+00 9.945667309874359763e-01 2.060475030280513320e-02 1.478806442789259989e-01
8.700601840697649303e-01 6.535810702164980279e-01 1.591226858276994713e-02 1.504536133268569442e-01
8.147575348115734251e-01 6.411521013647021316e-01 1.243836838949831727e-02 1.336622657458197416e-01
1.207182603114719921e+00 9.594615176991473371e-01 1.916058005458417396e-02 1.340139673701528089e-01
4.827722220911288553e-01 3.448507749872811723e-01 7.257241804598662215e-03 1.530234404862326481e-01
1.155445356751489960e+00 9.071670311333370762e-01 2.399250100142410330e-02 1.279332789717089469e-01
6.532900263998194790e-01 4.903452856915834213e-01 1.067313861410183924e-02 1.632584753335420691e-01
1.195464311400881163e+00 9.101878199031121497e-01 2.052676534820979670e-02 1.931991640913919006e-01
1.041270192807270512e+00 8.324058188394493074e-01 2.300810162644674819e-02 1.256728066666572552e-01
9.868949911448290369e-01 7.547374584574757517e-01 1.611531828825237336e-02 1.549229838235825774e-01
8.731668833767651794e-01 6.759189618150767132e-01 1.314274456122790057e-02 1.590331523063181485e-01
1.227099465591970695e+00 9.671950484426330430e-01 1.956313570201456686e-02 1.454699421690076877e-01
1.197257505378016118e+00 9.441712073603767408e-01 1.720486976745048968e-02 1.325416665247897419e-01
1.254246309069665610e+00 9.523357727532426598e-01 2.475543751530400252e-02 1.436268993912768743e-01
1.224198199578317103e+00 9.327260733240618773e-01 2.742957517119684607e-02 1.193118129167973357e-01
1.229230600826808351e+00 9.830385200447528948e-01 2.148911463945868752e-02 1.173826422635355915e-01
1.169341565898109003e+00 9.036005020478490302e-01 1.844405346108305560e-02 1.290898509445458642e-01
6.196596674238643576e-01 4.665205483331819614e-01 9.909796204499716002e-03 1.519772456050338116e-01
9.334617136940389637e-01 7.140338617591247550e-01 1.815196637814744593e-02 1.470096642421403754e-01
9.687180981435018490e-01 7.515619032981699643e-01 1.433857836580513037e-02 1.174351899126171161e-01
1.227584779212898436e+00 9.702851754678533114e-01 2.541141526664859873e-02 1.332163705782429819e-01
6.359436162577549734e-01 4.848989962768983086e-01 1.002427038340527633e-02 1.533799829480257670e-01
1.211148471565930640e+00 9.486532924813724232e-01 2.453631096182856339e-02 1.261983536222128222e-01
9.619369440203082711e-01 7.474586824412901009e-01 1.479153575262616774e-02 1.227130010425998285e-01
1.008301251595003611e+00 7.879112968300535647e-01 1.509041906180814616e-02 1.290718955044463379e-01
1.035975544408433313e+00 7.844727514939108248e-01 1.887197211632999153e-02 1.707600480478305427e-01
1.084826262074128467e+00 8.518337413847674178e-01 1.919261418631752758e-02 1.418653101473876521e-01
1.222142866785198123e+00 9.633093832740627915e-01 2.623402493659676357e-02 1.497859795539690786e-01
1.222707422747618899e+00 9.389528307924223105e-01 2.277454916060384082e-02 1.230753414833879178e-01
1.098800359089787015e+00 8.234580288423273275e-01 1.813593682160563950e-02 1.329054329558434500e-01
9.222387167911165751e-01 7.004232682691119427e-01 2.097794466486991791e-02 2.161776206097030806e-01
9.222387167911165751e-01 7.004232682691119427e-01 2.097794466486991791e-02 2.161776206097030806e-01
4.333658996156815046e-01 3.163177168503066294e-01 8.215645339979638778e-03 1.752440016736638295e-01
1.228431500340221305e+00 9.335830479409467086e-01 2.544249746317811881e-02 1.606107101841641183e-01
1.017483444701096751e+00 7.639941105741512306e-01 1.743103254954812831e-02 1.634458492808571750e-01
6.935620482451283486e-01 5.415154761864687805e-01 1.584877963213501134e-02 1.073035229777476035e-01
1.017197645102311032e+00 8.060030762331414911e-01 1.638583736800657345e-02 1.172585257753173127e-01
1.070932547812417202e+00 8.150853627494322184e-01 1.831094134016581290e-02 1.686058263799471990e-01
7.814090988788545689e-01 5.815078743643495862e-01 1.060035336503480086e-02 1.323855250177007059e-01
8.401008703313617154e-01 6.447484769147536765e-01 1.629559549845515862e-02 1.388234505207489033e-01
9.768567407404272762e-01 7.740932780062856899e-01 1.780638430421246227e-02 1.394559169145880573e-01
